N_day,date,sunrise,bin_1,bin_2,delta2_1,suma,active,avg_2_1 
3789,2010-05-17,11:34:00,193.252,193.11,-0.142,0.12900000000000003,"[0.133, 0.138, -0.142]",0.04300000000000001
3790,2010-05-18,11:34:00,192.84,192.861,0.021,0.017000000000000026,"[0.138, -0.142, 0.021]",0.005666666666666675
3791,2010-05-19,11:35:00,193.157,193.15,-0.007,-0.12799999999999997,"[-0.142, 0.021, -0.007]",-0.04266666666666666
3792,2010-05-20,11:36:00,192.665,192.757,0.092,0.106,"[0.021, -0.007, 0.092]",0.035333333333333335
3793,2010-05-21,11:37:00,192.557,192.759,0.202,0.28700000000000003,"[-0.007, 0.092, 0.202]",0.09566666666666668
3794,2010-05-22,11:37:00,192.82,192.797,-0.023,0.271,"[0.092, 0.202, -0.023]",0.09033333333333333
3795,2010-05-23,11:38:00,192.414,192.293,-0.121,0.058000000000000024,"[0.202, -0.023, -0.121]",0.01933333333333334
3796,2010-05-24,11:39:00,191.883,191.924,0.041,-0.10299999999999998,"[-0.023, -0.121, 0.041]",-0.03433333333333333
3797,2010-05-25,11:39:00,193.395,193.521,0.126,0.04600000000000001,"[-0.121, 0.041, 0.126]",0.015333333333333338
3801,2010-05-29,11:42:00,193.366,193.468,0.102,-0.071,"[0.031, -0.204, 0.102]",-0.023666666666666666
3802,2010-05-30,11:43:00,192.199,192.073,-0.126,-0.22799999999999998,"[-0.204, 0.102, -0.126]",-0.076
3803,2010-05-31,11:43:00,192.077,192.105,0.028,0.003999999999999993,"[0.102, -0.126, 0.028]",0.0013333333333333311
3804,2010-06-01,11:44:00,192.188,192.241,0.053,-0.045000000000000005,"[-0.126, 0.028, 0.053]",-0.015000000000000001
3805,2010-06-02,11:45:00,192.156,192.326,0.17,0.251,"[0.028, 0.053, 0.17]",0.08366666666666667
3806,2010-06-03,11:45:00,192.352,192.525,0.173,0.396,"[0.053, 0.17, 0.173]",0.132
3807,2010-06-04,11:46:00,193.066,193.074,0.008,0.351,"[0.17, 0.173, 0.008]",0.11699999999999999
3808,2010-06-05,11:46:00,192.6,192.689,0.089,0.27,"[0.173, 0.008, 0.089]",0.09000000000000001
3809,2010-06-06,11:47:00,192.671,192.774,0.103,0.2,"[0.008, 0.089, 0.103]",0.06666666666666667
3810,2010-06-07,11:48:00,192.298,192.358,0.06,0.252,"[0.089, 0.103, 0.06]",0.084
3811,2010-06-08,11:48:00,192.322,192.436,0.114,0.27699999999999997,"[0.103, 0.06, 0.114]",0.09233333333333332
3812,2010-06-09,11:49:00,192.148,192.368,0.22,0.394,"[0.06, 0.114, 0.22]",0.13133333333333333
3813,2010-06-10,11:49:00,192.158,192.262,0.104,0.438,"[0.114, 0.22, 0.104]",0.146
3818,2010-06-15,11:51:00,193.364,193.381,0.017,-0.026999999999999996,"[-0.027, -0.017, 0.017]",-0.009
3819,2010-06-16,11:51:00,193.296,193.297,0.001,0.001,"[-0.017, 0.017, 0.001]",0.0003333333333333333
3820,2010-06-17,11:52:00,192.91,193.019,0.109,0.127,"[0.017, 0.001, 0.109]",0.042333333333333334
3821,2010-06-18,11:52:00,192.292,192.503,0.211,0.321,"[0.001, 0.109, 0.211]",0.107
3822,2010-06-19,11:52:00,192.978,193.114,0.136,0.456,"[0.109, 0.211, 0.136]",0.152
3823,2010-06-20,11:53:00,192.632,192.6,-0.032,0.31499999999999995,"[0.211, 0.136, -0.032]",0.10499999999999998
3824,2010-06-21,11:53:00,192.805,192.875,0.07,0.17400000000000002,"[0.136, -0.032, 0.07]",0.058
3825,2010-06-22,11:53:00,192.112,192.099,-0.013,0.02500000000000001,"[-0.032, 0.07, -0.013]",0.008333333333333337
3826,2010-06-23,11:53:00,192.252,192.323,0.071,0.128,"[0.07, -0.013, 0.071]",0.042666666666666665
3827,2010-06-24,11:53:00,193.087,193.035,-0.052,0.005999999999999998,"[-0.013, 0.071, -0.052]",0.0019999999999999996
3828,2010-06-25,11:54:00,191.875,191.923,0.048,0.067,"[0.071, -0.052, 0.048]",0.022333333333333334
3829,2010-06-26,11:54:00,192.099,192.244,0.145,0.141,"[-0.052, 0.048, 0.145]",0.04699999999999999
3830,2010-06-27,11:54:00,191.913,192.011,0.098,0.29100000000000004,"[0.048, 0.145, 0.098]",0.09700000000000002
3831,2010-06-28,11:54:00,192.137,192.16,0.023,0.266,"[0.145, 0.098, 0.023]",0.08866666666666667
3832,2010-06-29,11:54:00,192.042,192.17,0.128,0.249,"[0.098, 0.023, 0.128]",0.083
3833,2010-06-30,11:54:00,192.119,192.206,0.087,0.238,"[0.023, 0.128, 0.087]",0.07933333333333333
3840,2010-07-07,11:53:00,192.439,192.434,-0.005,0.364,"[0.107, 0.262, -0.005]",0.12133333333333333
3841,2010-07-08,11:53:00,193.273,193.301,0.028,0.28500000000000003,"[0.262, -0.005, 0.028]",0.09500000000000001
3842,2010-07-09,11:53:00,193.303,193.354,0.051,0.074,"[-0.005, 0.028, 0.051]",0.024666666666666667
3843,2010-07-10,11:52:00,193.241,193.378,0.137,0.21600000000000003,"[0.028, 0.051, 0.137]",0.07200000000000001
3844,2010-07-11,11:52:00,192.549,192.95,0.401,0.589,"[0.051, 0.137, 0.401]",0.19633333333333333
3849,2010-07-16,11:50:00,192.296,192.336,0.04,0.12,"[0.101, -0.021, 0.04]",0.04
3850,2010-07-17,11:50:00,191.961,191.929,-0.032,-0.013000000000000001,"[-0.021, 0.04, -0.032]",-0.004333333333333334
3851,2010-07-18,11:49:00,191.907,191.925,0.018,0.026,"[0.04, -0.032, 0.018]",0.008666666666666666
3852,2010-07-19,11:49:00,192.04,192.355,0.315,0.301,"[-0.032, 0.018, 0.315]",0.10033333333333333
3853,2010-07-20,11:48:00,192.204,192.23,0.026,0.35900000000000004,"[0.018, 0.315, 0.026]",0.11966666666666669
3854,2010-07-21,11:47:00,191.413,191.672,0.259,0.6000000000000001,"[0.315, 0.026, 0.259]",0.20000000000000004
3855,2010-07-22,11:47:00,191.506,191.492,-0.014,0.271,"[0.026, 0.259, -0.014]",0.09033333333333333
3862,2010-07-29,11:42:00,189.614,189.555,-0.059,-0.086,"[0.019, -0.046, -0.059]",-0.028666666666666663
3863,2010-07-30,11:41:00,189.259,189.424,0.165,0.06000000000000001,"[-0.046, -0.059, 0.165]",0.020000000000000004
3864,2010-07-31,11:40:00,189.576,189.634,0.058,0.164,"[-0.059, 0.165, 0.058]",0.05466666666666667
3865,2010-08-01,11:39:00,189.149,189.122,-0.027,0.196,"[0.165, 0.058, -0.027]",0.06533333333333334
3866,2010-08-02,11:38:00,189.183,189.234,0.051,0.082,"[0.058, -0.027, 0.051]",0.027333333333333334
3867,2010-08-03,11:38:00,189.187,189.177,-0.01,0.013999999999999997,"[-0.027, 0.051, -0.01]",0.004666666666666665
3874,2010-08-10,11:31:00,189.644,189.727,0.083,0.14400000000000002,"[-0.07, 0.131, 0.083]",0.04800000000000001
3875,2010-08-11,11:30:00,189.611,189.86,0.249,0.463,"[0.131, 0.083, 0.249]",0.15433333333333335
3876,2010-08-12,11:28:00,187.614,187.646,0.032,0.364,"[0.083, 0.249, 0.032]",0.12133333333333333
3877,2010-08-13,11:27:00,188.946,188.93,-0.016,0.265,"[0.249, 0.032, -0.016]",0.08833333333333333
3878,2010-08-14,11:26:00,188.15,188.268,0.118,0.134,"[0.032, -0.016, 0.118]",0.04466666666666667
3879,2010-08-15,11:25:00,189.24,189.254,0.014,0.11599999999999999,"[-0.016, 0.118, 0.014]",0.03866666666666666
3880,2010-08-16,11:24:00,190.591,190.538,-0.053,0.07900000000000001,"[0.118, 0.014, -0.053]",0.026333333333333337
3881,2010-08-17,11:23:00,189.72,189.9,0.18,0.141,"[0.014, -0.053, 0.18]",0.04699999999999999
3882,2010-08-18,11:22:00,189.243,189.235,-0.008,0.119,"[-0.053, 0.18, -0.008]",0.03966666666666666
3883,2010-08-19,11:20:00,187.802,187.813,0.011,0.183,"[0.18, -0.008, 0.011]",0.061
3884,2010-08-20,11:19:00,187.832,187.994,0.162,0.165,"[-0.008, 0.011, 0.162]",0.055
3885,2010-08-21,11:18:00,187.663,187.798,0.135,0.30800000000000005,"[0.011, 0.162, 0.135]",0.10266666666666668
3886,2010-08-22,11:17:00,187.883,187.897,0.014,0.31100000000000005,"[0.162, 0.135, 0.014]",0.10366666666666668
3887,2010-08-23,11:15:00,189.177,189.3,0.123,0.272,"[0.135, 0.014, 0.123]",0.09066666666666667
3888,2010-08-24,11:14:00,188.997,188.91,-0.087,0.05000000000000002,"[0.014, 0.123, -0.087]",0.016666666666666673
3889,2010-08-25,11:13:00,189.052,189.338,0.286,0.32199999999999995,"[0.123, -0.087, 0.286]",0.10733333333333332
3890,2010-08-26,11:12:00,188.94,189.089,0.149,0.348,"[-0.087, 0.286, 0.149]",0.11599999999999999
3891,2010-08-27,11:10:00,189.72,189.703,-0.017,0.4179999999999999,"[0.286, 0.149, -0.017]",0.1393333333333333
3892,2010-08-28,11:09:00,188.251,188.28,0.029,0.161,"[0.149, -0.017, 0.029]",0.05366666666666667
3893,2010-08-29,11:08:00,188.161,188.159,-0.002,0.01,"[-0.017, 0.029, -0.002]",0.0033333333333333335
3894,2010-08-30,11:06:00,188.085,188.123,0.038,0.065,"[0.029, -0.002, 0.038]",0.021666666666666667
3895,2010-08-31,11:05:00,189.321,189.488,0.167,0.203,"[-0.002, 0.038, 0.167]",0.06766666666666667
3896,2010-09-01,11:04:00,189.007,189.138,0.131,0.336,"[0.038, 0.167, 0.131]",0.112
3897,2010-09-02,11:02:00,188.317,188.545,0.228,0.526,"[0.167, 0.131, 0.228]",0.17533333333333334
3898,2010-09-03,11:01:00,188.563,188.632,0.069,0.428,"[0.131, 0.228, 0.069]",0.14266666666666666
3899,2010-09-04,10:59:00,190.036,190.157,0.121,0.41800000000000004,"[0.228, 0.069, 0.121]",0.13933333333333334
3900,2010-09-05,10:58:00,190.063,190.103,0.04,0.23,"[0.069, 0.121, 0.04]",0.07666666666666667
3901,2010-09-06,10:57:00,190.25,190.242,-0.008,0.153,"[0.121, 0.04, -0.008]",0.051
3902,2010-09-07,10:55:00,189.463,189.591,0.128,0.16,"[0.04, -0.008, 0.128]",0.05333333333333334
3903,2010-09-08,10:54:00,188.875,188.93,0.055,0.175,"[-0.008, 0.128, 0.055]",0.05833333333333333
3904,2010-09-09,10:52:00,188.735,188.761,0.026,0.209,"[0.128, 0.055, 0.026]",0.06966666666666667
3905,2010-09-10,10:51:00,188.736,188.818,0.082,0.163,"[0.055, 0.026, 0.082]",0.05433333333333334
3906,2010-09-11,10:50:00,188.308,188.306,-0.002,0.106,"[0.026, 0.082, -0.002]",0.035333333333333335
3907,2010-09-12,10:48:00,188.891,188.951,0.06,0.14,"[0.082, -0.002, 0.06]",0.04666666666666667
3908,2010-09-13,10:47:00,188.47,188.659,0.189,0.247,"[-0.002, 0.06, 0.189]",0.08233333333333333
3909,2010-09-14,10:45:00,189.211,189.506,0.295,0.544,"[0.06, 0.189, 0.295]",0.18133333333333335
3910,2010-09-15,10:44:00,189.051,189.149,0.098,0.582,"[0.189, 0.295, 0.098]",0.19399999999999998
3911,2010-09-16,10:42:00,188.616,188.814,0.198,0.591,"[0.295, 0.098, 0.198]",0.19699999999999998
3912,2010-09-17,10:41:00,189.316,189.4,0.084,0.38000000000000006,"[0.098, 0.198, 0.084]",0.12666666666666668
3913,2010-09-18,10:39:00,189.147,189.204,0.057,0.339,"[0.198, 0.084, 0.057]",0.113
3914,2010-09-19,10:38:00,189.014,189.104,0.09,0.231,"[0.084, 0.057, 0.09]",0.077
3915,2010-09-20,10:36:00,189.695,189.781,0.086,0.23299999999999998,"[0.057, 0.09, 0.086]",0.07766666666666666
3916,2010-09-21,10:35:00,188.815,189.147,0.332,0.508,"[0.09, 0.086, 0.332]",0.16933333333333334
3917,2010-09-22,10:34:00,189.734,189.91,0.176,0.5940000000000001,"[0.086, 0.332, 0.176]",0.19800000000000004
3918,2010-09-23,10:32:00,189.84,190.072,0.232,0.74,"[0.332, 0.176, 0.232]",0.24666666666666667
3919,2010-09-24,10:31:00,189.287,189.732,0.445,0.853,"[0.176, 0.232, 0.445]",0.2843333333333333
3925,2010-09-30,10:22:00,190.341,190.467,0.126,0.583,"[0.212, 0.245, 0.126]",0.19433333333333333
3926,2010-10-01,10:21:00,188.448,188.497,0.049,0.42,"[0.245, 0.126, 0.049]",0.13999999999999999
3927,2010-10-02,10:19:00,189.571,189.74,0.169,0.344,"[0.126, 0.049, 0.169]",0.11466666666666665
3928,2010-10-03,10:18:00,189.475,189.56,0.085,0.30300000000000005,"[0.049, 0.169, 0.085]",0.10100000000000002
3929,2010-10-04,10:16:00,189.678,189.978,0.3,0.554,"[0.169, 0.085, 0.3]",0.18466666666666667
3930,2010-10-05,10:15:00,191.025,191.187,0.162,0.547,"[0.085, 0.3, 0.162]",0.18233333333333335
3931,2010-10-06,10:14:00,190.104,190.211,0.107,0.569,"[0.3, 0.162, 0.107]",0.18966666666666665
3932,2010-10-07,10:12:00,189.092,189.272,0.18,0.449,"[0.162, 0.107, 0.18]",0.14966666666666667
3933,2010-10-08,10:11:00,189.302,189.596,0.294,0.581,"[0.107, 0.18, 0.294]",0.19366666666666665
3934,2010-10-09,10:09:00,188.888,189.123,0.235,0.709,"[0.18, 0.294, 0.235]",0.2363333333333333
3935,2010-10-10,10:08:00,190.05,190.006,-0.044,0.48499999999999993,"[0.294, 0.235, -0.044]",0.16166666666666665
3936,2010-10-11,10:07:00,189.702,190.135,0.433,0.624,"[0.235, -0.044, 0.433]",0.208
3937,2010-10-12,10:05:00,188.417,188.541,0.124,0.513,"[-0.044, 0.433, 0.124]",0.171
3938,2010-10-13,10:04:00,188.316,188.707,0.391,0.948,"[0.433, 0.124, 0.391]",0.316
3939,2010-10-14,10:03:00,188.843,188.955,0.112,0.627,"[0.124, 0.391, 0.112]",0.209
3940,2010-10-15,10:01:00,188.867,189.559,0.692,1.1949999999999998,"[0.391, 0.112, 0.692]",0.39833333333333326
3941,2010-10-16,10:00:00,189.662,189.93,0.268,1.072,"[0.112, 0.692, 0.268]",0.35733333333333334
3942,2010-10-17,09:59:00,189.264,189.547,0.283,1.2429999999999999,"[0.692, 0.268, 0.283]",0.4143333333333333
3943,2010-10-18,09:58:00,189.068,189.324,0.256,0.8069999999999999,"[0.268, 0.283, 0.256]",0.26899999999999996
3944,2010-10-19,09:56:00,189.383,190.231,0.848,1.387,"[0.283, 0.256, 0.848]",0.4623333333333333
3945,2010-10-20,09:55:00,189.718,190.089,0.371,1.475,"[0.256, 0.848, 0.371]",0.4916666666666667
3946,2010-10-21,09:54:00,189.137,189.215,0.078,1.297,"[0.848, 0.371, 0.078]",0.4323333333333333
3947,2010-10-22,09:53:00,189.128,189.205,0.077,0.526,"[0.371, 0.078, 0.077]",0.17533333333333334
3948,2010-10-23,09:51:00,188.802,189.3,0.498,0.653,"[0.078, 0.077, 0.498]",0.21766666666666667
3949,2010-10-24,09:50:00,188.618,188.995,0.377,0.952,"[0.077, 0.498, 0.377]",0.3173333333333333
3950,2010-10-25,09:49:00,188.615,188.622,0.007,0.882,"[0.498, 0.377, 0.007]",0.294
3951,2010-10-26,09:48:00,188.389,188.904,0.515,0.899,"[0.377, 0.007, 0.515]",0.2996666666666667
3952,2010-10-27,09:47:00,188.766,189.408,0.642,1.1640000000000001,"[0.007, 0.515, 0.642]",0.38800000000000007
3953,2010-10-28,09:46:00,188.067,188.1,0.033,1.19,"[0.515, 0.642, 0.033]",0.39666666666666667
3954,2010-10-29,09:45:00,189.379,189.535,0.156,0.8310000000000001,"[0.642, 0.033, 0.156]",0.277
3958,2010-11-02,09:41:00,187.683,187.627,-0.056,0.12100000000000002,"[0.137, 0.04, -0.056]",0.04033333333333334
3959,2010-11-03,09:40:00,187.408,187.345,-0.063,-0.079,"[0.04, -0.056, -0.063]",-0.026333333333333334
3960,2010-11-04,09:39:00,187.948,187.852,-0.096,-0.215,"[-0.056, -0.063, -0.096]",-0.07166666666666667
3961,2010-11-05,09:38:00,186.715,186.768,0.053,-0.10600000000000001,"[-0.063, -0.096, 0.053]",-0.035333333333333335
3962,2010-11-06,09:37:00,187.878,187.829,-0.049,-0.092,"[-0.096, 0.053, -0.049]",-0.030666666666666665
3963,2010-11-07,09:36:00,187.871,188.046,0.175,0.179,"[0.053, -0.049, 0.175]",0.059666666666666666
3964,2010-11-08,09:35:00,187.233,187.117,-0.116,0.009999999999999995,"[-0.049, 0.175, -0.116]",0.003333333333333332
3968,2010-11-12,09:32:00,188.871,188.997,0.126,0.20700000000000002,"[-0.053, 0.134, 0.126]",0.069
3969,2010-11-13,09:31:00,188.202,188.233,0.031,0.29100000000000004,"[0.134, 0.126, 0.031]",0.09700000000000002
3970,2010-11-14,09:30:00,188.685,188.773,0.088,0.245,"[0.126, 0.031, 0.088]",0.08166666666666667
3971,2010-11-15,09:30:00,188.257,188.148,-0.109,0.009999999999999995,"[0.031, 0.088, -0.109]",0.003333333333333332
3972,2010-11-16,09:29:00,188.175,188.32,0.145,0.12399999999999999,"[0.088, -0.109, 0.145]",0.041333333333333326
3973,2010-11-17,09:28:00,188.855,189.071,0.216,0.252,"[-0.109, 0.145, 0.216]",0.084
3974,2010-11-18,09:28:00,189.137,188.969,-0.168,0.19299999999999998,"[0.145, 0.216, -0.168]",0.06433333333333333
3975,2010-11-19,09:27:00,188.566,188.671,0.105,0.15299999999999997,"[0.216, -0.168, 0.105]",0.05099999999999999
3976,2010-11-20,09:27:00,188.365,188.481,0.116,0.05299999999999999,"[-0.168, 0.105, 0.116]",0.017666666666666664
3977,2010-11-21,09:26:00,188.908,188.877,-0.031,0.19,"[0.105, 0.116, -0.031]",0.06333333333333334
3978,2010-11-22,09:26:00,189.122,189.298,0.176,0.261,"[0.116, -0.031, 0.176]",0.08700000000000001
3979,2010-11-23,09:25:00,188.639,188.748,0.109,0.254,"[-0.031, 0.176, 0.109]",0.08466666666666667
3980,2010-11-24,09:25:00,188.391,188.429,0.038,0.32299999999999995,"[0.176, 0.109, 0.038]",0.10766666666666665
3981,2010-11-25,09:25:00,188.058,188.031,-0.027,0.12,"[0.109, 0.038, -0.027]",0.04
3982,2010-11-26,09:24:00,186.89,187.06,0.17,0.18100000000000002,"[0.038, -0.027, 0.17]",0.06033333333333334
3983,2010-11-27,09:24:00,187.218,187.384,0.166,0.30900000000000005,"[-0.027, 0.17, 0.166]",0.10300000000000002
3984,2010-11-28,09:24:00,187.565,187.691,0.126,0.462,"[0.17, 0.166, 0.126]",0.154
3985,2010-11-29,09:23:00,187.626,187.679,0.053,0.34500000000000003,"[0.166, 0.126, 0.053]",0.115
3986,2010-11-30,09:23:00,188.751,188.637,-0.114,0.06499999999999999,"[0.126, 0.053, -0.114]",0.021666666666666664
3987,2010-12-01,09:23:00,187.92,187.617,-0.303,-0.364,"[0.053, -0.114, -0.303]",-0.12133333333333333
3988,2010-12-02,09:23:00,187.965,187.925,-0.04,-0.45699999999999996,"[-0.114, -0.303, -0.04]",-0.15233333333333332
3989,2010-12-03,09:23:00,187.884,187.976,0.092,-0.251,"[-0.303, -0.04, 0.092]",-0.08366666666666667
3990,2010-12-04,09:23:00,187.952,188.029,0.077,0.129,"[-0.04, 0.092, 0.077]",0.043000000000000003
3991,2010-12-05,09:23:00,187.583,187.648,0.065,0.23399999999999999,"[0.092, 0.077, 0.065]",0.078
3992,2010-12-06,09:23:00,188.355,188.397,0.042,0.18400000000000002,"[0.077, 0.065, 0.042]",0.061333333333333344
3993,2010-12-07,09:23:00,186.877,186.891,0.014,0.12100000000000001,"[0.065, 0.042, 0.014]",0.04033333333333334
3994,2010-12-08,09:23:00,187.789,187.81,0.021,0.077,"[0.042, 0.014, 0.021]",0.025666666666666667
3995,2010-12-09,09:23:00,188.757,188.546,-0.211,-0.176,"[0.014, 0.021, -0.211]",-0.058666666666666666
3996,2010-12-10,09:23:00,188.43,188.651,0.221,0.031,"[0.021, -0.211, 0.221]",0.010333333333333333
3997,2010-12-11,09:23:00,187.862,187.999,0.137,0.14700000000000002,"[-0.211, 0.221, 0.137]",0.04900000000000001
3998,2010-12-12,09:23:00,186.315,186.29,-0.025,0.33299999999999996,"[0.221, 0.137, -0.025]",0.11099999999999999
3999,2010-12-13,09:23:00,186.427,186.435,0.008,0.12000000000000002,"[0.137, -0.025, 0.008]",0.04000000000000001
4000,2010-12-14,09:24:00,186.393,186.469,0.076,0.059,"[-0.025, 0.008, 0.076]",0.019666666666666666
4001,2010-12-15,09:24:00,186.518,186.494,-0.024,0.05999999999999999,"[0.008, 0.076, -0.024]",0.019999999999999997
4002,2010-12-16,09:24:00,186.761,186.809,0.048,0.1,"[0.076, -0.024, 0.048]",0.03333333333333333
4003,2010-12-17,09:25:00,187.62,187.441,-0.179,-0.155,"[-0.024, 0.048, -0.179]",-0.051666666666666666
4004,2010-12-18,09:25:00,186.651,186.565,-0.086,-0.217,"[0.048, -0.179, -0.086]",-0.07233333333333333
4005,2010-12-19,09:25:00,187.497,187.474,-0.023,-0.28800000000000003,"[-0.179, -0.086, -0.023]",-0.09600000000000002
4006,2010-12-20,09:26:00,187.654,187.625,-0.029,-0.13799999999999998,"[-0.086, -0.023, -0.029]",-0.04599999999999999
4007,2010-12-21,09:26:00,187.626,187.753,0.127,0.075,"[-0.023, -0.029, 0.127]",0.024999999999999998
4008,2010-12-22,09:27:00,187.026,187.022,-0.004,0.094,"[-0.029, 0.127, -0.004]",0.03133333333333333
4009,2010-12-23,09:27:00,187.354,187.161,-0.193,-0.07,"[0.127, -0.004, -0.193]",-0.023333333333333334
4010,2010-12-24,09:28:00,187.185,187.077,-0.108,-0.305,"[-0.004, -0.193, -0.108]",-0.10166666666666667
4011,2010-12-25,09:28:00,186.559,186.642,0.083,-0.21799999999999997,"[-0.193, -0.108, 0.083]",-0.07266666666666666
4012,2010-12-26,09:29:00,187.483,187.507,0.024,-0.000999999999999994,"[-0.108, 0.083, 0.024]",-0.0003333333333333313
4013,2010-12-27,09:30:00,187.275,187.275,0.0,0.10700000000000001,"[0.083, 0.024, 0.0]",0.03566666666666667
4014,2010-12-28,09:30:00,187.706,187.699,-0.007,0.017,"[0.024, 0.0, -0.007]",0.005666666666666667
4015,2010-12-29,09:31:00,187.44,188.006,0.566,0.5589999999999999,"[0.0, -0.007, 0.566]",0.18633333333333332
4016,2010-12-30,09:32:00,186.972,186.861,-0.111,0.44799999999999995,"[-0.007, 0.566, -0.111]",0.14933333333333332
4017,2010-12-31,09:32:00,187.222,187.059,-0.163,0.2919999999999999,"[0.566, -0.111, -0.163]",0.09733333333333331
4018,2011-01-01,09:33:00,187.032,187.179,0.147,-0.12700000000000003,"[-0.111, -0.163, 0.147]",-0.04233333333333334
4019,2011-01-02,09:34:00,187.257,187.356,0.099,0.08299999999999999,"[-0.163, 0.147, 0.099]",0.027666666666666662
4020,2011-01-03,09:35:00,186.698,186.811,0.113,0.359,"[0.147, 0.099, 0.113]",0.11966666666666666
4021,2011-01-04,09:36:00,187.749,187.818,0.069,0.281,"[0.099, 0.113, 0.069]",0.09366666666666668
4022,2011-01-05,09:37:00,187.364,187.276,-0.088,0.094,"[0.113, 0.069, -0.088]",0.03133333333333333
4023,2011-01-06,09:37:00,188.222,188.356,0.134,0.11500000000000002,"[0.069, -0.088, 0.134]",0.03833333333333334
4024,2011-01-07,09:38:00,187.952,188.119,0.167,0.21300000000000002,"[-0.088, 0.134, 0.167]",0.07100000000000001
4025,2011-01-08,09:39:00,187.937,187.994,0.057,0.35800000000000004,"[0.134, 0.167, 0.057]",0.11933333333333335
4026,2011-01-09,09:40:00,188.133,188.164,0.031,0.255,"[0.167, 0.057, 0.031]",0.085
4027,2011-01-10,09:41:00,188.246,188.146,-0.1,-0.01200000000000001,"[0.057, 0.031, -0.1]",-0.0040000000000000036
4028,2011-01-11,09:42:00,188.141,188.253,0.112,0.043,"[0.031, -0.1, 0.112]",0.014333333333333332
4032,2011-01-15,09:46:00,186.951,186.927,-0.024,-0.14399999999999996,"[0.171, -0.291, -0.024]",-0.04799999999999999
4033,2011-01-16,09:47:00,187.639,187.724,0.085,-0.22999999999999998,"[-0.291, -0.024, 0.085]",-0.07666666666666666
4034,2011-01-17,09:48:00,187.31,187.147,-0.163,-0.10200000000000001,"[-0.024, 0.085, -0.163]",-0.034
4035,2011-01-18,09:49:00,187.735,187.473,-0.262,-0.34,"[0.085, -0.163, -0.262]",-0.11333333333333334
4036,2011-01-19,09:50:00,187.804,187.887,0.083,-0.342,"[-0.163, -0.262, 0.083]",-0.114
